GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHasSameSizeAs_with_Iterable_Test,31,91,0,0,6,12,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertContainsSequence_Test,118,401,0,0,30,55,0,21,0,21
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertIsSortedAccordingToComparator_Test.new Comparator() {...},6,6,0,0,1,2,1,1,1,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertDoesNotContainNull_Test,30,130,0,0,10,25,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertIsSortedAccordingToComparator_Test.new Comparator() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertContains_at_Index_Test,76,108,0,0,18,23,0,12,0,12
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertDoNotHave_Test,25,89,0,0,6,13,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertDoesNotHaveDuplicates_Test,30,148,0,0,10,24,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertNullOrEmpty_Test,8,41,0,0,3,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertContainsAnyOf_Test,0,52,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHave_Test,25,108,0,0,6,14,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertDoesNotContain_Test,57,175,0,0,14,24,0,11,0,11
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHaveAtLeast_Test,27,137,0,0,6,18,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertDoesNotContainSequence_Test,108,410,0,0,27,55,0,20,0,20
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertAre_Test,25,89,0,0,6,13,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHasSameSizeAs_with_Array_Test,31,92,0,0,6,12,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertContainsAll_Test,49,311,0,0,12,37,0,15,0,15
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertEmpty_Test,14,39,0,0,5,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHasAtLeastOneElementOfType_Test,21,49,0,0,6,9,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertAreNot_Test,25,89,0,0,6,13,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertNotEmpty_Test,14,31,0,0,5,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertDoesNotContainAnyElementsOf_Test,49,171,0,0,12,24,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertContainsOnlyNulls_Test,34,144,0,0,11,26,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertContainsExactly_Test,109,407,0,0,26,53,0,16,0,16
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertDoesNotContainSubsequence_Test,66,394,0,0,15,50,0,21,0,21
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHasOnlyElementsOfType_Test,21,44,0,0,6,7,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHaveNot_Test,19,75,0,0,5,11,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHasSize_Test,16,36,0,0,5,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertEndsWith_Test,81,367,0,0,22,52,0,18,0,18
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertIsSorted_Test,78,386,0,0,28,68,0,20,0,20
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertContainsExactlyInAnyOrder_Test,109,425,0,0,26,54,0,15,0,15
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertAreAtMost_Test,27,137,0,0,6,18,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertHaveExactly_Test,39,148,0,0,9,21,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.objectarrays,ObjectArrays_assertStartsWith_Test,105,370,0,0,28,49,0,18,0,18
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasAuthority_Test,26,71,0,0,8,18,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasParameter_Test,87,283,0,0,24,61,0,13,0,13
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasHost_Test,17,50,0,0,5,12,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasParameter_Test,87,283,0,0,24,61,0,13,0,13
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_getParameters_Test,0,128,0,0,0,26,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasQuery_Test,35,92,0,0,11,24,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasPort_Test,19,40,0,0,5,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasScheme_Test,17,49,0,0,5,11,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasAuthority_Test,26,71,0,0,8,18,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasHost_Test,17,50,0,0,5,12,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasPath_Test,37,74,0,0,10,18,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasUserInfo_Test,35,92,0,0,11,24,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasNoParameter_Test,70,291,0,0,21,55,0,15,0,15
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasUserInfo_Test,35,92,0,0,11,24,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasFragment_Test,50,102,0,0,14,25,1,7,1,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasPath_Test,35,102,0,0,11,25,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasNoParameter_Test,70,291,0,0,21,55,0,15,0,15
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasPort_Test,17,39,0,0,5,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasAnchor_Test,50,102,0,0,14,25,1,7,1,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Urls_assertHasProtocol_Test,17,39,0,0,5,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.urls,Uris_assertHasQuery_Test,35,92,0,0,11,24,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.util.introspection.beans,SuperHero,7,16,0,0,3,6,3,3,3,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_usingDefaultComparator_Test,0,29,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_hasSameHashCodeAs_Test,0,35,0,0,0,5,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualToIgnoringGivenFields_Test.new Comparator() {...},4,6,0,0,1,2,1,1,1,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualToIgnoringNullFields_Test.new Comparator() {...},4,6,0,0,1,2,1,1,1,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_hasNoNullFieldsOrProperties_Test,25,88,0,0,6,13,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_hasFieldOrPropertyWithValue_Test,36,93,0,0,10,18,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_extracting_Test.Person,0,10,0,0,0,5,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_returns_Test,7,60,0,0,0,12,1,5,1,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualsToComparingFields_Test,0,308,0,0,0,56,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualToIgnoringNullFields_Test,0,124,0,0,0,19,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_hasFieldOrProperty_Test,12,48,0,0,4,8,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualToIgnoringGivenFields_Test,0,154,0,0,0,20,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_usingComparator_Test,0,26,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualsToComparingFields_Test.new Comparator() {...},4,6,0,0,1,2,1,1,1,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualToComparingOnlyGivenFields_Test,0,154,0,0,0,20,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_extracting_Test,30,204,0,0,4,28,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualToComparingOnlyGivenFields_Test.new Comparator() {...},4,6,0,0,1,2,1,1,1,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.object,ObjectAssert_isEqualsToComparingFields_Test.JediMaster,0,15,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.util.diff.myers,SnakeTest,0,18,0,0,0,5,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsOnly_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_usingComparator_Test,0,43,0,0,0,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_doesNotContain_at_Index_Test,0,35,0,0,0,5,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_isEmpty_Test,0,27,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_isNullOrEmpty_Test,0,27,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_doesNotContain_with_Integer_Arguments_Test,0,71,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsOnly_with_Integer_Arguments_Test,0,79,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsExactlyInAnyOrder_Test,0,79,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_isSorted_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsAnyOf_with_int_argument_Test,0,75,0,0,0,5,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_doesNotHaveDuplicates_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_hasSameSizeAs_with_Iterable_Test,0,43,0,0,0,5,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsExactlyInAnyOrder_with_integers_Test,0,99,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsSubsequence_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_isNotEmpty_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsOnlyOnce_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsSequence_with_Integer_Arguments_Test,0,79,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_startsWith_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_contains_at_Index_Test,0,35,0,0,0,5,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsAnyOf_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsExactly_Test,0,46,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_doesNotContain_at_Index_with_Integer_Argument_Test,0,48,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsExactly_with_Integer_Arguments_Test,0,153,0,0,0,10,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsSequence_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_contains_at_Index_with_Integer_Argument_Test,0,48,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsSubsequence_with_Integer_Arguments_Test,0,75,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_usingDefaultElementComparator_Test,0,46,0,0,0,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_startsWith_with_Integer_Arguments_Test,0,75,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_containsOnlyOnce_with_Integer_Arguments_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_doesNotContain_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_hasSize_Test,0,28,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_endsWith_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_usingDefaultComparator_Test,0,46,0,0,0,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_contains_with_Integer_Arguments_Test,0,75,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_contains_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_endsWith_with_Integer_Arguments_Test,0,75,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_usingElementComparator_Test,0,43,0,0,0,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.bytearray,ByteArrayAssert_isSortedAccordingToComparator_Test,0,33,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasCause_Test,68,161,0,0,20,37,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasMessageEnding_Test,16,29,0,0,4,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasMessage_Test,16,28,0,0,4,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasStackTraceContaining_Test,16,29,0,0,4,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasNoCause_Test,14,33,0,0,4,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasCauseInstanceOf_Test,34,68,0,0,10,18,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasSuppressedException_Test,67,150,0,0,19,41,0,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasCauseExactlyInstanceOf_Test,44,77,0,0,13,21,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasRootCauseInstanceOf_Test,34,71,0,0,10,18,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasNoSuppressedExceptions_Test,6,25,0,0,2,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasRootCauseExactlyInstanceOf_Test,44,80,0,0,13,21,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasMessageStartingWith_Test,25,49,0,0,6,13,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasMessageContaining_Test,16,29,0,0,4,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.throwables,Throwables_assertHasMessageMatching_Test,25,63,0,0,6,17,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertLessThanOrEqualTo_Test,38,81,0,0,10,19,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsNotZero_Test,14,25,0,0,4,7,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsOne_Test,14,25,0,0,4,7,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsNotCloseToPercentage_Test,65,79,0,0,14,18,3,6,3,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsNotNegative_Test,7,35,0,0,2,10,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertNotEqual_Test,38,63,0,0,10,15,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsNotPositive_Test,21,29,0,0,6,8,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsPositive_Test,14,25,0,0,4,8,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsNegative_Test,21,22,0,0,6,6,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsZero_Test,14,25,0,0,4,7,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertGreaterThan_Test,52,93,0,0,14,22,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsCloseTo_Test,37,68,0,0,9,15,2,6,2,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertEqual_Test,38,68,0,0,10,15,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsNotCloseTo_Test,48,85,0,0,12,18,2,6,2,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertLessThan_Test,60,97,0,0,16,23,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertGreaterThanOrEqualTo_Test,38,81,0,0,10,19,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.longs,Longs_assertIsCloseToPercentage_Test,52,61,0,0,11,14,3,6,3,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/main/java",org.assertj.core.util.introspection,PropertyOrFieldSupport,9,166,4,16,2,35,5,14,1,8
